agent_id,employee_code,agent_name,vendor_id,team,status,joined_at,updated_at,_source_row_number
AGT0000386,EMP00949,Pooja Nair,VND0000010,T2,INACTIVE,2024-09-16 12:15:40,2025-03-12 01:46:11,11947
AGT0000993,EMP00667,Rahul Verma,VND0000010,DIGITAL,INACTIVE,2025-11-23 21:07:08,2026-02-09 06:43:07,11948
AGT0000569,EMP00428,Priya Mehta,VND0000015,FIELD,SUSPENDED,2025-09-29 14:15:19,2026-04-26 01:02:27,11949
AGT0000920,EMP00143,Rahul Verma,VND0000001,T2,ACTIVE,2025-07-15 02:47:20,2026-07-19 02:57:56,11950
AGT0000084,EMP00199,Priya Mehta,VND0000009,FIELD,INACTIVE,2025-01-22 09:15:54,2025-12-23 22:36:29,11951
AGT0000150,EMP00728,Neha Singh,VND0000008,FIELD,SUSPENDED,2025-06-15 21:20:01,2026-07-09 15:22:31,11952
AGT0000613,EMP01022,Vikram Shah,VND0000012,DIGITAL,INACTIVE,2024-08-07 12:38:00,2025-02-03 07:56:46,11953
AGT0000542,EMP00954,Aarav Sharma,VND0000007,T3,INACTIVE,2025-03-27 02:58:12,2025-12-26 05:08:58,11954
AGT0000908,EMP00236,Vikram Shah,VND0000001,T2,SUSPENDED,2024-02-23 06:06:29,2026-07-09 03:37:13,11955
AGT0000240,EMP00230,Ananya Rao,VND0000010,T3,ACTIVE,2025-04-25 15:11:32,2025-09-19 01:16:25,11956
AGT0000620,EMP00849,Priya Mehta,VND0000009,T2,ACTIVE,2024-06-11 22:39:50,2025-03-06 04:41:19,11957
AGT0000009,EMP00470,Sneha Das,VND0000010,T1,ACTIVE,2024-02-03 06:21:57,2025-11-11 13:21:12,11958
AGT0000606,EMP00193,Rohan Patel,VND0000011,T2,ACTIVE,2025-04-05 15:14:09,2025-11-17 17:39:57,11959
AGT0000959,EMP00839,Amit Kumar,VND0000006,T3,ACTIVE,2024-12-11 06:29:27,2026-06-25 16:08:37,11960
AGT0000314,EMP00898,Aarav Sharma,VND0000003,T1,ACTIVE,2025-03-04 16:20:44,2025-05-10 00:50:41,11961
AGT0000311,EMP00861,Ananya Rao,VND0000011,FIELD,SUSPENDED,2024-04-04 09:51:46,2025-02-09 02:46:33,11962
AGT0000374,EMP00360,Neha Singh,VND0000005,FIELD,ACTIVE,2024-03-17 18:20:07,2025-07-14 20:51:22,11963
AGT0000673,EMP00076,Amit Kumar,VND0000002,T1,INACTIVE,2024-10-18 16:27:17,2025-03-12 12:32:53,11964
AGT0000757,EMP00907,Rohan Patel,VND0000005,DIGITAL,SUSPENDED,2025-07-27 04:00:53,2025-01-15 08:31:27,11965
AGT0000922,EMP00721,Vikram Shah,VND0000003,T2,ACTIVE,2025-02-15 16:19:18,2025-02-05 01:14:28,11966
AGT0000901,EMP00894,Rohan Patel,VND0000003,T3,INACTIVE,2025-10-10 00:39:40,2025-06-19 15:41:05,11967
AGT0000754,EMP00267,Priya Mehta,VND0000010,DIGITAL,INACTIVE,2025-03-18 19:17:56,2026-05-09 01:29:35,11968
AGT0000083,EMP00914,Rahul Verma,VND0000001,DIGITAL,SUSPENDED,2025-06-23 01:10:42,2025-01-24 18:02:50,11969
AGT0000832,EMP00407,Sneha Das,VND0000005,T3,ACTIVE,2024-07-07 15:31:23,2026-05-18 07:18:20,11970
AGT0000680,EMP00666,Ananya Rao,VND0000008,T3,ACTIVE,2025-07-09 22:36:01,2025-01-08 02:15:41,11971
AGT0000746,EMP00411,Vikram Shah,VND0000011,T2,ACTIVE,2024-05-11 16:08:48,2026-07-20 02:56:52,11972
AGT0000113,EMP00818,Aarav Sharma,VND0000010,T2,SUSPENDED,2024-04-08 05:08:12,2025-06-26 12:37:40,11973
AGT0000611,EMP00624,Neha Singh,VND0000011,T1,SUSPENDED,2025-02-18 01:14:29,2025-09-02 14:30:15,11974
AGT0000784,EMP00311,Ananya Rao,VND0000008,T2,INACTIVE,2025-09-22 04:38:21,2025-02-23 19:03:01,11975
AGT0000117,EMP00625,Rahul Verma,VND0000011,T3,INACTIVE,2025-07-07 02:36:31,2026-08-02 22:37:30,11976
AGT0000975,EMP00970,Pooja Nair,VND0000001,T3,INACTIVE,2024-10-18 14:39:15,2025-07-11 01:51:20,11977
AGT0000728,EMP00147,Vikram Shah,VND0000007,T3,SUSPENDED,2024-11-10 08:14:11,2026-03-16 20:03:32,11978
AGT0000966,EMP00205,Neha Singh,VND0000004,DIGITAL,SUSPENDED,2024-07-07 04:45:56,2025-04-12 04:14:05,11979
AGT0000060,EMP00925,Rahul Verma,VND0000013,FIELD,INACTIVE,2025-03-16 14:37:47,2025-07-12 17:00:34,11980
AGT0000412,EMP00901,Vikram Shah,VND0000001,T1,SUSPENDED,2025-02-04 14:21:04,2025-03-03 19:57:05,11981
AGT0000743,EMP00016,Neha Singh,VND0000010,T2,INACTIVE,2025-11-17 23:18:31,2026-01-25 22:32:09,11982
AGT0000988,EMP00694,Rahul Verma,VND0000001,T1,ACTIVE,2025-03-27 07:47:55,2025-11-11 23:20:44,11983
AGT0000057,EMP00459,Neha Singh,VND0000015,T1,SUSPENDED,2024-11-05 17:18:13,2026-04-09 00:37:30,11984
AGT0000433,EMP00312,Rahul Verma,VND0000003,T2,SUSPENDED,2024-03-01 20:24:08,2025-04-20 00:59:00,11985
AGT0000139,EMP00170,Sneha Das,VND0000013,T1,SUSPENDED,2024-12-23 19:24:50,2025-07-07 17:13:42,11986
AGT0000944,EMP00089,Amit Kumar,VND0000002,FIELD,INACTIVE,2024-05-20 10:08:26,2025-02-26 08:39:32,11987
AGT0000459,EMP00187,Vikram Shah,VND0000004,T2,INACTIVE,2025-03-01 01:51:06,2025-07-15 07:55:51,11988
AGT0000536,EMP01039,Rohan Patel,VND0000012,T2,INACTIVE,2024-10-13 05:25:03,2025-09-12 01:58:16,11989
AGT0000189,EMP00724,Rohan Patel,VND0000012,DIGITAL,SUSPENDED,2025-04-06 04:30:44,2026-02-10 01:23:11,11990
AGT0000077,EMP00137,Vikram Shah,VND0000013,T2,INACTIVE,2025-07-02 09:16:32,2025-08-07 09:13:32,11991
AGT0000334,EMP00418,Aarav Sharma,VND0000009,T3,ACTIVE,2025-06-04 09:48:11,2025-02-03 22:54:03,11992
AGT0000646,EMP00772,Ananya Rao,VND0000001,T2,SUSPENDED,2025-09-30 21:26:56,2026-02-06 18:39:56,11993
AGT0000694,EMP00239,Rohan Patel,VND0000003,T3,INACTIVE,2025-05-09 16:42:04,2025-03-04 01:31:43,11994
AGT0000195,EMP00592,Amit Kumar,VND0000009,T2,SUSPENDED,2024-02-14 03:02:47,2025-08-28 09:28:15,11995
AGT0000554,EMP00651,Rohan Patel,VND0000012,T2,INACTIVE,2024-04-14 10:04:09,2026-07-10 04:13:56,11996
AGT0000798,EMP00572,Vikram Shah,VND0000015,T3,ACTIVE,2024-05-19 21:15:25,2026-03-08 13:22:40,11997
AGT0000297,EMP00768,Ananya Rao,VND0000012,DIGITAL,INACTIVE,2025-06-03 20:02:29,2025-05-30 20:34:35,11998
AGT0000980,EMP00693,Aarav Sharma,VND0000014,T3,INACTIVE,2024-02-27 18:42:29,2025-03-06 12:10:39,11999
AGT0000778,EMP00463,Ananya Rao,VND0000007,FIELD,SUSPENDED,2024-10-25 07:52:18,2026-07-08 14:14:37,12000
AGT0000837,EMP00399,Ananya Rao,VND0000007,FIELD,SUSPENDED,2025-09-26 13:18:51,2026-02-16 21:54:05,12001
AGT0000808,EMP00407,Priya Mehta,VND0000006,T2,ACTIVE,2024-08-03 16:31:55,2025-12-27 17:11:20,12002
AGT0000480,EMP00588,Priya Mehta,VND0000004,T2,SUSPENDED,2025-09-17 04:28:30,2025-06-29 04:35:02,12003
AGT0000265,EMP00643,Aarav Sharma,VND0000005,DIGITAL,INACTIVE,2025-11-04 06:41:54,2025-01-16 08:35:09,12004
AGT0000767,EMP00838,Neha Singh,VND0000002,T3,INACTIVE,2024-12-17 00:47:30,2025-10-30 19:09:57,12005
AGT0000181,EMP00321,Sneha Das,VND0000001,DIGITAL,SUSPENDED,2025-02-09 11:43:29,2026-02-05 01:33:33,12006
AGT0000824,EMP00728,Pooja Nair,VND0000009,FIELD,SUSPENDED,2025-03-12 23:56:06,2025-04-19 01:52:09,12007
AGT0000950,EMP00464,Pooja Nair,VND0000006,DIGITAL,ACTIVE,2024-04-23 05:47:33,2025-10-09 13:33:18,12008
AGT0000624,EMP00789,Rohan Patel,VND0000014,DIGITAL,INACTIVE,2025-11-13 03:49:57,2026-06-22 01:59:10,12009
AGT0000790,EMP00880,Rohan Patel,VND0000011,FIELD,ACTIVE,2025-02-03 01:21:55,2026-04-12 02:45:53,12010
AGT0000223,EMP00255,Amit Kumar,VND0000007,T1,ACTIVE,2024-01-15 16:45:45,2025-05-15 15:37:57,12011
AGT0000608,EMP00062,Neha Singh,VND0000011,T2,SUSPENDED,2024-01-10 09:08:14,2025-08-18 22:08:54,12012
AGT0000796,EMP00009,Vikram Shah,VND0000001,DIGITAL,SUSPENDED,2025-04-15 01:50:17,2025-05-06 12:16:37,12013
AGT0000493,EMP00973,Rahul Verma,VND0000011,T2,INACTIVE,2024-11-28 23:30:35,2025-04-26 17:33:44,12014
AGT0000278,EMP00836,Rahul Verma,VND0000011,T1,INACTIVE,2025-09-22 11:24:10,2025-01-23 02:54:18,12015
AGT0000293,EMP00989,Priya Mehta,VND0000013,T1,INACTIVE,2024-10-07 06:49:22,2026-06-22 04:28:24,12016
AGT0000705,EMP00443,Rahul Verma,VND0000005,T3,SUSPENDED,2024-08-01 13:19:45,2025-11-28 18:55:06,12017
AGT0000832,EMP00573,Neha Singh,VND0000012,T3,INACTIVE,2025-10-11 06:54:49,2026-02-09 05:23:36,12018
AGT0000423,EMP00321,Neha Singh,VND0000010,T2,SUSPENDED,2024-04-04 06:01:12,2025-07-16 20:07:22,12019
AGT0000966,EMP00321,Priya Mehta,VND0000008,T2,INACTIVE,2025-05-06 02:08:40,2025-10-31 19:19:08,12020
AGT0000836,EMP00736,Priya Mehta,VND0000012,DIGITAL,SUSPENDED,2025-06-11 00:45:27,2026-04-12 10:09:00,12021
AGT0000663,EMP00674,Pooja Nair,VND0000013,T3,INACTIVE,2025-02-01 08:31:30,2025-06-11 08:00:08,12022
AGT0000209,EMP00376,Sneha Das,VND0000012,FIELD,ACTIVE,2025-01-27 03:58:06,2025-11-20 22:51:32,12023
AGT0000876,EMP00110,Neha Singh,VND0000012,DIGITAL,SUSPENDED,2025-11-18 10:53:24,2025-02-20 20:20:53,12024
AGT0000351,EMP00944,Vikram Shah,VND0000005,T3,INACTIVE,2024-12-22 07:58:40,2026-06-25 16:22:06,12025
AGT0000604,EMP00029,Vikram Shah,VND0000001,FIELD,ACTIVE,2025-04-26 04:45:38,2025-08-15 02:47:31,12026
AGT0000711,EMP00451,Rohan Patel,VND0000003,T2,SUSPENDED,2024-03-18 14:58:59,2025-11-23 22:44:47,12027
AGT0000085,EMP00288,Ananya Rao,VND0000014,T3,INACTIVE,2025-07-18 20:58:31,2026-02-17 05:40:47,12028
AGT0000073,EMP00198,Priya Mehta,VND0000011,T2,INACTIVE,2024-08-14 21:29:46,2025-05-12 07:28:51,12029
AGT0000231,EMP00988,Rohan Patel,VND0000009,DIGITAL,ACTIVE,2025-09-29 13:08:02,2026-04-06 03:27:29,12030
AGT0000525,EMP01051,Amit Kumar,VND0000007,FIELD,INACTIVE,2025-01-30 14:13:44,2025-04-08 13:34:43,12031
AGT0000191,EMP00095,Neha Singh,VND0000001,T1,INACTIVE,2024-07-27 17:43:03,2026-06-05 00:17:30,12032
AGT0000908,EMP00258,Neha Singh,VND0000005,DIGITAL,ACTIVE,2025-10-26 12:33:42,2025-01-26 14:38:36,12033
AGT0000933,EMP01025,Rohan Patel,VND0000008,T3,INACTIVE,2025-09-02 18:17:57,2025-10-03 20:14:57,12034
AGT0000526,EMP01097,Rohan Patel,VND0000007,FIELD,ACTIVE,2025-07-02 11:00:09,2025-08-30 17:19:12,12035
AGT0000246,EMP01050,Rohan Patel,VND0000002,T3,SUSPENDED,2025-01-31 04:19:48,2025-02-20 00:51:51,12036
AGT0000568,EMP00937,Priya Mehta,VND0000004,T2,SUSPENDED,2025-03-24 23:19:23,2025-09-11 01:00:45,12037
AGT0000040,EMP00488,Neha Singh,VND0000008,T1,ACTIVE,2025-05-21 23:06:49,2026-02-02 22:26:51,12038
AGT0000145,EMP00369,Amit Kumar,VND0000005,T3,SUSPENDED,2024-08-02 04:25:39,2026-03-08 19:39:45,12039
AGT0000592,EMP00560,Rahul Verma,VND0000002,DIGITAL,SUSPENDED,2025-03-08 12:40:56,2025-01-16 23:13:48,12040
AGT0000142,EMP00638,Amit Kumar,VND0000012,T2,SUSPENDED,2025-02-26 23:34:53,2025-07-20 10:43:38,12041
AGT0000871,EMP00409,Vikram Shah,VND0000006,DIGITAL,ACTIVE,2025-05-04 01:39:00,2026-05-21 06:23:40,12042
AGT0000701,EMP00938,Amit Kumar,VND0000013,DIGITAL,INACTIVE,2025-05-03 16:31:13,2025-09-16 07:12:03,12043
AGT0000815,EMP00511,Neha Singh,VND0000013,FIELD,SUSPENDED,2025-07-18 00:26:05,2025-11-29 11:16:21,12044
AGT0000459,EMP00549,Pooja Nair,VND0000003,T1,INACTIVE,2025-09-17 06:11:47,2026-07-12 23:29:09,12045
AGT0000490,EMP00215,Sneha Das,VND0000012,FIELD,INACTIVE,2025-07-27 23:18:50,2025-08-10 20:54:34,12046
AGT0000115,EMP00329,Rohan Patel,VND0000002,DIGITAL,ACTIVE,2025-03-16 18:19:41,2026-05-19 14:40:27,12047
AGT0000372,EMP00593,Ananya Rao,VND0000015,T1,SUSPENDED,2024-02-19 15:19:41,2025-10-12 11:57:57,12048
AGT0000211,EMP00942,Rahul Verma,VND0000004,T2,SUSPENDED,2025-03-24 08:19:22,2026-03-25 02:40:45,12049
AGT0000051,EMP00571,Vikram Shah,VND0000002,FIELD,SUSPENDED,2024-03-21 04:18:34,2025-05-20 11:46:18,12050
AGT0000328,EMP00910,Ananya Rao,VND0000011,FIELD,ACTIVE,2025-10-15 08:56:11,2026-04-15 09:54:07,12051
AGT0000064,EMP00466,Aarav Sharma,VND0000002,FIELD,ACTIVE,2025-06-05 14:17:09,2026-03-25 04:49:48,12052
AGT0000038,EMP00234,Sneha Das,VND0000012,T3,ACTIVE,2024-10-07 04:11:45,2025-05-29 13:54:37,12053
AGT0000440,EMP00505,Rahul Verma,VND0000011,DIGITAL,SUSPENDED,2024-03-21 20:21:44,2025-08-21 04:12:23,12054
AGT0000147,EMP00904,Pooja Nair,VND0000003,FIELD,SUSPENDED,2024-01-16 09:07:31,2025-05-07 06:21:58,12055
AGT0000162,EMP00827,Priya Mehta,VND0000005,FIELD,ACTIVE,2024-04-06 01:29:03,2026-06-27 15:09:40,12056
AGT0000840,EMP00347,Pooja Nair,VND0000008,FIELD,ACTIVE,2024-11-29 10:22:02,2026-03-13 19:08:03,12057
AGT0000763,EMP00482,Ananya Rao,VND0000001,DIGITAL,SUSPENDED,2024-06-25 10:40:26,2026-05-18 15:41:02,12058
AGT0000537,EMP01016,Sneha Das,VND0000008,T2,INACTIVE,2025-05-24 08:22:07,2025-01-19 09:21:51,12059
AGT0000026,EMP00584,Aarav Sharma,VND0000001,FIELD,SUSPENDED,2024-03-27 09:40:40,2026-06-09 05:47:36,12060
AGT0000422,EMP00683,Priya Mehta,VND0000006,T2,ACTIVE,2025-06-21 11:14:48,2026-02-22 11:15:32,12061
AGT0000377,EMP00732,Amit Kumar,VND0000008,T1,ACTIVE,2025-04-15 15:38:26,2026-02-10 02:53:09,12062
AGT0000584,EMP00309,Pooja Nair,VND0000003,T1,ACTIVE,2025-09-14 00:05:12,2025-11-10 05:24:58,12063
AGT0000861,EMP00718,Pooja Nair,VND0000015,T2,SUSPENDED,2024-02-27 22:58:47,2026-07-23 14:24:44,12064
AGT0000173,EMP00541,Aarav Sharma,VND0000014,FIELD,SUSPENDED,2025-04-26 01:31:35,2026-03-31 16:13:56,12065
AGT0000795,EMP00429,Priya Mehta,VND0000006,T2,ACTIVE,2024-07-04 16:37:27,2025-05-03 09:39:07,12066
AGT0000679,EMP00999,Amit Kumar,VND0000008,T2,ACTIVE,2025-10-24 00:45:16,2025-01-15 23:22:02,12067
AGT0000582,EMP00999,Sneha Das,VND0000008,T2,SUSPENDED,2024-07-10 04:04:08,2025-12-07 06:20:16,12068
AGT0000907,EMP00839,Neha Singh,VND0000009,T3,ACTIVE,2024-04-25 01:54:05,2025-11-28 16:17:11,12069
AGT0000288,EMP01017,Ananya Rao,VND0000012,T1,SUSPENDED,2024-05-24 08:21:09,2026-05-08 19:31:38,12070
AGT0000286,EMP00598,Neha Singh,VND0000006,T1,SUSPENDED,2024-09-14 09:26:32,2025-11-03 09:49:20,12071
AGT0000012,EMP00819,Amit Kumar,VND0000012,T2,SUSPENDED,2024-03-24 21:02:53,2025-02-11 12:05:06,12072
AGT0000161,EMP00446,Pooja Nair,VND0000005,T3,ACTIVE,2025-01-30 10:47:08,2025-07-11 01:22:20,12073
AGT0000381,EMP00847,Rahul Verma,VND0000008,T2,INACTIVE,2024-01-05 07:56:39,2026-03-05 20:06:51,12074
AGT0000954,EMP00070,Ananya Rao,VND0000014,T2,ACTIVE,2024-05-26 22:49:46,2026-03-18 17:08:08,12075
AGT0000974,EMP00154,Amit Kumar,VND0000013,DIGITAL,INACTIVE,2024-06-09 05:23:02,2025-06-02 18:10:22,12076
AGT0000694,EMP00093,Aarav Sharma,VND0000003,T3,INACTIVE,2025-07-31 12:23:29,2025-03-08 19:05:53,12077
AGT0000102,EMP00640,Neha Singh,VND0000007,T1,INACTIVE,2024-05-27 07:07:40,2025-04-12 16:42:24,12078
AGT0000980,EMP01086,Priya Mehta,VND0000012,T2,INACTIVE,2025-06-03 06:55:33,2025-10-18 22:21:13,12079
AGT0000031,EMP00842,Amit Kumar,VND0000011,T1,ACTIVE,2024-03-15 09:23:00,2025-09-25 16:43:25,12080
AGT0000724,EMP00341,Vikram Shah,VND0000010,FIELD,ACTIVE,2024-03-12 18:54:32,2025-11-15 23:58:18,12081
AGT0000802,EMP00951,Vikram Shah,VND0000008,T1,ACTIVE,2025-07-25 15:30:06,2026-01-29 13:06:33,12082
AGT0000786,EMP00052,Priya Mehta,VND0000013,FIELD,ACTIVE,2024-09-27 01:27:00,2025-08-15 19:46:55,12083
AGT0000477,EMP00477,Rohan Patel,VND0000013,FIELD,INACTIVE,2024-05-09 21:23:15,2025-11-12 16:55:49,12084
AGT0000063,EMP00347,Priya Mehta,VND0000012,DIGITAL,ACTIVE,2025-08-16 16:18:48,2025-04-09 04:18:14,12085
AGT0000260,EMP00481,Aarav Sharma,VND0000005,FIELD,ACTIVE,2024-10-24 04:45:41,2025-01-02 19:08:54,12086
AGT0000984,EMP00402,Vikram Shah,VND0000014,FIELD,INACTIVE,2025-03-20 10:02:10,2025-02-08 16:00:27,12087
AGT0000405,EMP00927,Sneha Das,VND0000007,T3,ACTIVE,2024-01-21 21:05:05,2025-06-03 08:24:53,12088
AGT0000100,EMP00092,Vikram Shah,VND0000009,T1,ACTIVE,2025-04-17 07:27:33,2026-07-16 03:45:59,12089
AGT0000864,EMP00719,Rahul Verma,VND0000013,T3,INACTIVE,2024-07-05 21:55:06,2025-07-12 05:59:02,12090
AGT0000861,EMP00262,Rohan Patel,VND0000015,T2,SUSPENDED,2024-03-19 18:33:09,2025-04-15 11:39:30,12091
AGT0000844,EMP00702,Vikram Shah,VND0000005,T3,INACTIVE,2024-01-30 21:08:02,2026-03-01 23:43:25,12092
AGT0000363,EMP00255,Ananya Rao,VND0000005,T3,SUSPENDED,2024-08-26 01:31:22,2025-12-29 00:33:48,12093
AGT0000303,EMP00283,Vikram Shah,VND0000006,FIELD,SUSPENDED,2024-12-18 09:02:50,2025-04-29 11:37:11,12094
AGT0000906,EMP00871,Neha Singh,VND0000006,FIELD,ACTIVE,2025-04-16 16:13:23,2026-01-04 09:45:58,12095
AGT0000465,EMP00180,Pooja Nair,VND0000009,T3,SUSPENDED,2024-09-03 04:51:28,2025-01-07 12:55:41,12096
AGT0000876,EMP00439,Ananya Rao,VND0000008,T1,INACTIVE,2025-04-28 10:12:06,2025-08-25 07:44:44,12097
AGT0000054,EMP00110,Ananya Rao,VND0000014,T3,ACTIVE,2025-10-01 16:56:13,2025-06-22 19:23:19,12098
AGT0000929,EMP00797,Neha Singh,VND0000014,T2,ACTIVE,2025-09-23 14:04:50,2026-02-22 15:11:50,12099
AGT0000455,EMP00522,Aarav Sharma,VND0000009,T2,SUSPENDED,2024-06-12 12:24:22,2025-05-08 05:36:39,12100
AGT0000292,EMP00984,Aarav Sharma,VND0000009,T2,INACTIVE,2024-08-05 23:42:02,2025-05-13 13:13:26,12101
AGT0000025,EMP00027,Sneha Das,VND0000013,FIELD,SUSPENDED,2024-08-22 02:11:57,2026-04-18 07:19:22,12102
AGT0000502,EMP00345,Rahul Verma,VND0000009,DIGITAL,ACTIVE,2024-03-14 14:53:06,2026-07-11 11:42:26,12103
AGT0000532,EMP00110,Rahul Verma,VND0000015,DIGITAL,SUSPENDED,2024-02-20 15:42:51,2026-06-17 11:50:11,12104
AGT0000247,EMP01055,Sneha Das,VND0000008,T1,ACTIVE,2025-03-16 01:09:26,2026-02-18 15:43:48,12105
AGT0000849,EMP00267,Vikram Shah,VND0000013,T3,INACTIVE,2024-10-23 20:15:30,2025-05-26 03:01:31,12106
AGT0000367,EMP00140,Vikram Shah,VND0000006,DIGITAL,INACTIVE,2024-03-28 00:22:47,2026-01-01 19:43:37,12107
AGT0000374,EMP00936,Rahul Verma,VND0000003,T1,SUSPENDED,2025-05-16 02:34:28,2025-11-17 07:10:14,12108
AGT0000057,EMP00116,Vikram Shah,VND0000015,T1,ACTIVE,2024-08-08 13:55:20,2026-07-22 04:28:17,12109
AGT0000606,EMP00222,Ananya Rao,VND0000009,T1,ACTIVE,2024-09-02 08:03:54,2025-05-13 09:51:14,12110
AGT0000814,EMP00280,Rohan Patel,VND0000012,T1,ACTIVE,2024-06-16 02:58:12,2026-07-08 03:21:22,12111
AGT0000487,EMP00209,Rohan Patel,VND0000014,FIELD,INACTIVE,2025-07-03 04:18:29,2025-02-19 22:49:31,12112
AGT0000899,EMP00419,Vikram Shah,VND0000015,FIELD,INACTIVE,2024-03-24 02:52:31,2026-05-08 10:28:03,12113
AGT0000290,EMP00128,Neha Singh,VND0000004,T3,ACTIVE,2025-03-15 19:34:30,2025-02-03 10:41:30,12114
AGT0000070,EMP00474,Ananya Rao,VND0000005,T1,INACTIVE,2025-11-22 17:25:57,2025-02-06 12:29:31,12115
AGT0000918,EMP00358,Neha Singh,VND0000011,FIELD,ACTIVE,2025-11-02 18:41:14,2025-11-21 23:48:24,12116
AGT0000957,EMP00138,Vikram Shah,VND0000001,T2,SUSPENDED,2025-11-25 13:55:16,2026-02-27 16:18:48,12117
AGT0000306,EMP00752,Ananya Rao,VND0000004,FIELD,INACTIVE,2025-10-27 05:04:45,2026-05-27 08:38:20,12118
AGT0000430,EMP00050,Priya Mehta,VND0000015,DIGITAL,ACTIVE,2025-03-22 03:17:16,2026-01-26 13:47:27,12119
AGT0000672,EMP00802,Amit Kumar,VND0000015,FIELD,ACTIVE,2024-05-19 00:54:08,2025-01-09 08:13:53,12120
AGT0000059,EMP00093,Aarav Sharma,VND0000015,DIGITAL,SUSPENDED,2025-02-22 09:59:55,2025-04-29 15:35:32,12121
AGT0000907,EMP00970,Priya Mehta,VND0000003,T2,INACTIVE,2024-03-01 17:22:43,2026-01-02 14:16:17,12122
AGT0000045,EMP00459,Rohan Patel,VND0000015,T3,ACTIVE,2025-05-14 15:58:32,2025-08-04 05:12:56,12123
AGT0000318,EMP00707,Sneha Das,VND0000015,T3,INACTIVE,2025-01-13 06:42:55,2025-12-18 17:34:27,12124
AGT0000133,EMP00748,Priya Mehta,VND0000006,FIELD,ACTIVE,2024-12-27 22:53:36,2025-11-19 13:43:19,12125
AGT0000269,EMP00625,Priya Mehta,VND0000008,T1,INACTIVE,2025-06-18 19:29:18,2025-12-14 21:04:21,12126
AGT0000144,EMP00065,Neha Singh,VND0000008,T2,ACTIVE,2024-03-27 16:21:06,2026-06-24 15:37:49,12127
AGT0000728,EMP01007,Neha Singh,VND0000015,DIGITAL,ACTIVE,2025-08-08 10:39:29,2025-11-29 17:37:37,12128
AGT0000459,EMP00899,Neha Singh,VND0000006,FIELD,INACTIVE,2024-03-23 08:08:23,2025-06-18 13:08:12,12129
AGT0000321,EMP00331,Pooja Nair,VND0000013,T1,ACTIVE,2025-06-23 04:57:24,2026-02-27 15:29:33,12130
AGT0000894,EMP00047,Aarav Sharma,VND0000003,T1,INACTIVE,2024-05-11 00:24:31,2026-07-25 06:46:32,12131
AGT0000698,EMP00862,Vikram Shah,VND0000013,DIGITAL,SUSPENDED,2024-11-08 19:12:44,2026-04-12 18:40:54,12132
AGT0000700,EMP01093,Rahul Verma,VND0000005,T3,ACTIVE,2025-05-31 11:22:32,2026-01-24 08:29:59,12133
AGT0000924,EMP00179,Vikram Shah,VND0000007,T3,INACTIVE,2024-12-19 09:29:12,2025-09-17 18:43:29,12134
AGT0000783,EMP00117,Priya Mehta,VND0000012,T2,SUSPENDED,2025-01-28 11:40:31,2026-03-15 17:39:34,12135
AGT0000995,EMP00750,Aarav Sharma,VND0000002,T2,INACTIVE,2024-04-29 20:59:24,2025-08-11 17:57:19,12136
AGT0000266,EMP00835,Rohan Patel,VND0000013,DIGITAL,SUSPENDED,2025-08-22 09:39:55,2025-07-26 10:32:34,12137
AGT0000496,EMP00444,Amit Kumar,VND0000005,FIELD,INACTIVE,2025-03-16 13:46:17,2026-06-11 00:50:38,12138
AGT0000349,EMP01009,Rahul Verma,VND0000001,FIELD,INACTIVE,2025-02-17 21:40:38,2026-07-20 18:06:51,12139
AGT0000507,EMP00046,Rohan Patel,VND0000013,FIELD,SUSPENDED,2024-04-06 15:24:28,2025-03-24 20:59:04,12140
AGT0000179,EMP00200,Neha Singh,VND0000008,FIELD,ACTIVE,2025-09-18 09:59:39,2026-02-20 00:59:50,12141
AGT0000245,EMP00115,Priya Mehta,VND0000005,T1,ACTIVE,2025-01-28 10:33:13,2026-05-30 04:32:57,12142
AGT0000239,EMP01061,Sneha Das,VND0000009,DIGITAL,ACTIVE,2024-11-28 11:13:16,2025-01-18 21:12:01,12143
AGT0000048,EMP00115,Pooja Nair,VND0000002,T2,ACTIVE,2025-01-04 04:15:01,2025-03-05 07:57:44,12144
AGT0000423,EMP00167,Aarav Sharma,VND0000005,DIGITAL,ACTIVE,2025-08-11 14:49:54,2026-02-17 02:33:38,12145
AGT0000997,EMP00267,Sneha Das,VND0000001,T1,ACTIVE,2024-03-08 23:59:46,2026-01-25 14:33:00,12146
AGT0000487,EMP00076,Sneha Das,VND0000013,T3,SUSPENDED,2024-03-21 03:52:43,2025-09-04 12:17:52,12147
AGT0000233,EMP01017,Ananya Rao,VND0000013,FIELD,ACTIVE,2025-03-23 13:39:45,2026-02-15 09:08:25,12148
AGT0000488,EMP01004,Sneha Das,VND0000013,FIELD,SUSPENDED,2024-04-24 18:09:49,2025-06-03 00:38:27,12149
AGT0000155,EMP00286,Vikram Shah,VND0000008,T2,ACTIVE,2025-11-17 02:30:53,2026-07-24 00:08:12,12150
AGT0000251,EMP00126,Vikram Shah,VND0000002,T3,ACTIVE,2024-03-02 10:44:06,2026-02-20 12:16:59,12151
AGT0000262,EMP00249,Pooja Nair,VND0000010,T2,INACTIVE,2025-05-25 11:51:42,2025-03-07 14:41:43,12152
AGT0000126,EMP00416,Rohan Patel,VND0000002,T1,SUSPENDED,2025-03-20 14:18:48,2025-09-20 07:19:48,12153
